FIPS,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WHITE_MALE,WHITE_FEMALE,BLACK_MALE,BLACK_FEMALE,INDIAN_MALE,INDIAN_FEMALE,ASIAN_MALE,ASIAN_FEMALE,NATIVE_MALE,NATIVE_FEMALE,TWO_OR_MORE_MALE,TWO_OR_MORE_FEMALE,WHITE_COMBINATION_MALE,WHITE_COMBINATION_FEMALE,BLACK_COMBINATION_MALE,BLACK_COMBINATION_FEMALE,INDIAN_COMBINATION_MALE,INDIAN_COMBINATION_FEMALE,ASIAN_COMBINATION_MALE,ASIAN_COMBINATION_FEMALE,NATIVE_COMBINATION_MALE,NATIVE_COMBINATION_FEMALE,HISPANIC_MALE,HISPANIC_FEMALE
26033,2021,80-84,823,362,461,319,414,0,1,32,34,2,1,0,0,9,11,327,425,2,3,41,42,2,2,0,0,1,1
26033,2021,85+,722,292,430,259,394,2,1,23,30,3,3,0,0,5,2,264,396,2,1,27,32,4,3,0,0,4,0
26033,2022,20-24,3170,1728,1442,1117,967,207,13,279,319,12,15,3,2,110,126,1225,1085,232,42,354,409,28,32,5,5,52,23
26033,2022,25-29,2334,1452,882,818,578,318,7,215,222,10,1,1,1,90,73,904,647,334,21,284,279,22,8,2,4,39,30
26033,2022,30-34,2362,1471,891,858,615,360,9,181,184,6,15,0,0,66,68,919,677,371,19,230,238,16,23,1,4,44,26
26033,2022,35-39,2309,1427,882,828,653,335,10,189,158,16,7,1,1,58,53,883,703,341,18,231,199,26,12,4,4,35,27
26033,2022,40-44,2319,1402,917,887,677,293,12,165,175,11,10,0,0,46,43,928,715,300,17,199,210,21,16,1,2,26,24
26033,2022,45-49,2049,1247,802,823,574,213,0,174,173,9,7,0,1,28,47,850,615,216,5,193,213,15,12,1,4,38,22
26033,2022,50-54,2191,1277,914,894,713,155,3,172,155,10,6,1,5,45,32,937,744,157,8,210,182,16,7,2,5,24,12
26033,2022,55-59,2311,1246,1065,947,850,87,9,170,159,7,4,1,0,34,43,979,891,90,14,198,196,10,7,3,1,28,21
26033,2022,60-64,2472,1259,1213,1024,974,47,8,150,179,5,5,0,0,33,47,1054,1019,49,11,179,222,10,7,0,1,6,12
26033,2022,65-69,2371,1166,1205,1011,1018,22,9,107,131,4,6,0,0,22,41,1033,1059,26,11,123,167,6,9,0,0,5,15
26033,2022,70-74,1852,915,937,822,799,9,3,67,103,3,9,0,0,14,23,835,820,10,7,80,122,4,11,0,0,2,9
26033,2022,75-79,1301,670,631,600,553,2,1,61,67,1,2,0,0,6,8,606,560,2,3,66,73,1,3,1,1,2,6
26033,2022,80-84,840,355,485,316,438,0,1,35,34,2,1,0,0,2,11,318,449,0,3,36,43,3,1,0,0,1,2
26033,2022,85+,691,281,410,247,373,2,1,22,30,3,4,0,0,7,2,254,375,2,1,29,31,3,5,0,0,4,0
26033,2023,20-24,3151,1721,1430,1120,962,204,17,269,309,12,15,3,1,113,126,1229,1082,232,51,347,396,29,33,7,3,45,28
26033,2023,25-29,2388,1458,930,837,608,314,10,210,238,9,3,1,2,87,69,921,674,330,21,271,289,22,11,3,6,37,23
26033,2023,30-34,2412,1490,922,875,637,356,7,189,193,8,6,0,1,62,78,931,711,367,16,235,254,19,15,1,4,46,37
26033,2023,35-39,2302,1415,887,837,652,331,10,172,160,12,13,1,1,62,51,893,699,338,17,214,203,27,17,5,3,29,25
26033,2023,40-44,2356,1441,915,915,676,292,14,177,167,9,16,0,0,48,42,958,716,299,17,209,204,20,21,5,2,31,22
26033,2023,45-49,2072,1214,858,813,608,205,1,157,185,10,9,0,1,29,54,841,662,205,4,181,230,15,14,1,4,38,24
26033,2023,50-54,2149,1275,874,886,675,154,1,178,157,9,6,1,4,47,31,927,705,160,4,215,183,16,7,4,6,26,13
26033,2023,55-59,2222,1199,1023,907,821,81,8,172,145,6,4,0,1,33,44,939,863,84,11,202,183,7,9,0,1,25,21
26033,2023,60-64,2441,1234,1207,1006,973,39,9,157,180,3,6,1,0,28,39,1034,1011,40,13,181,216,7,8,2,0,12,17
26033,2023,65-69,2403,1194,1209,1029,1013,26,11,109,137,4,4,0,0,26,44,1055,1056,26,13,134,177,4,6,1,1,6,11
26033,2023,70-74,1885,919,966,823,829,10,2,65,100,4,9,0,0,17,26,840,854,12,4,79,123,7,11,0,0,3,8
26033,2023,75-79,1373,707,666,633,576,2,2,61,76,1,5,0,0,10,7,643,583,5,2,69,81,1,5,0,2,2,7
26033,2023,80-84,862,361,501,320,447,0,1,39,39,2,1,0,0,0,13,320,459,0,3,39,50,2,2,0,0,1,4
26033,2023,85+,704,293,411,259,372,2,2,22,30,2,4,0,0,8,3,267,375,2,2,30,33,2,4,0,0,3,0
26033,2024,20-24,3140,1720,1420,1100,942,209,36,272,301,12,16,2,1,125,124,1219,1060,240,63,356,384,32,37,4,6,38,32
26033,2024,25-29,2353,1437,916,808,608,310,10,224,222,10,3,2,2,83,71,885,676,325,22,285,275,23,11,5,5,36,21
26033,2024,30-34,2441,1522,919,906,626,345,7,199,207,8,3,0,1,64,75,968,697,352,18,245,262,20,13,1,4,49,38
26033,2024,35-39,2331,1421,910,852,668,335,12,162,159,10,15,1,0,61,56,911,719,340,20,205,202,22,24,4,1,32,25
26033,2024,40-44,2389,1468,921,919,671,289,9,192,169,11,25,0,1,57,46,971,714,298,12,232,207,21,30,3,4,37,30
26033,2024,45-49,2114,1232,882,830,634,207,5,154,186,9,7,0,1,32,49,861,680,210,11,178,229,13,10,2,2,39,17
26033,2024,50-54,2097,1232,865,849,654,153,0,175,165,9,7,1,2,45,37,893,689,157,5,208,197,15,10,4,2,25,18
26033,2024,55-59,2180,1188,992,894,795,83,8,171,145,7,4,0,1,33,39,926,831,87,10,202,179,8,9,0,2,20,16
26033,2024,60-64,2383,1209,1174,982,949,37,7,159,176,5,6,1,0,25,36,1007,984,39,10,179,206,8,10,1,0,15,21
26033,2024,65-69,2420,1199,1221,1024,1013,27,12,115,145,2,4,0,0,31,47,1055,1058,27,15,141,189,6,8,1,0,6,9
26033,2024,70-74,1921,937,984,834,848,11,1,68,102,6,6,0,0,18,27,852,874,12,6,84,124,6,6,1,1,4,10
26033,2024,75-79,1442,717,725,642,613,3,3,57,91,1,8,0,0,14,10,655,622,5,6,67,98,3,8,1,1,1,6
26033,2024,80-84,851,367,484,324,431,0,0,41,40,1,1,0,0,1,12,325,443,0,2,41,51,2,1,0,0,2,6
26033,2024,85+,731,306,425,271,385,2,3,23,30,2,3,0,0,8,4,279,389,3,4,30,34,2,3,0,0,3,0
26035,2020,20-24,1460,784,676,729,641,14,8,11,10,3,0,0,0,27,17,753,657,22,12,26,19,8,3,2,2,25,21
26035,2020,25-29,1586,797,789,766,759,11,6,8,2,1,6,1,0,10,16,776,775,13,11,12,9,3,9,3,1,17,29
26035,2020,30-34,1636,834,802,792,779,17,2,6,5,1,2,0,0,18,14,810,792,20,6,19,15,2,3,1,0,24,16
26035,2020,35-39,1512,761,751,737,724,12,5,2,9,2,5,0,0,8,8,745,732,16,7,5,13,3,7,0,0,21,21
26035,2020,40-44,1560,782,778,753,760,8,2,13,7,2,4,1,1,5,4,758,764,10,3,14,10,4,4,1,1,21,20
26035,2020,45-49,1737,902,835,862,816,11,6,16,2,5,3,0,0,8,8,870,824,12,8,22,7,6,4,0,0,24,15
26035,2020,50-54,1979,990,989,957,966,11,2,12,8,3,3,2,0,5,10,962,976,12,6,16,13,3,3,2,1,15,8
26035,2020,55-59,2458,1217,1241,1187,1198,4,3,11,15,2,4,0,1,13,20,1200,1215,6,6,22,32,2,6,1,2,17,18
26035,2020,60-64,2733,1387,1346,1354,1313,4,5,11,12,2,5,0,0,16,11,1370,1323,5,8,23,23,5,5,0,0,11,11
26035,2020,65-69,2629,1277,1352,1241,1323,5,7,13,6,2,4,0,3,16,9,1257,1332,6,7,27,15,3,4,0,3,7,7
26035,2020,70-74,2052,1028,1024,1007,995,0,3,11,7,1,5,2,0,7,14,1014,1009,1,3,14,19,3,6,3,1,11,6
26035,2020,75-79,1361,684,677,671,665,0,1,4,4,0,3,0,0,9,4,680,668,1,3,11,6,1,3,0,1,8,9
26035,2020,80-84,836,396,440,384,433,0,1,4,1,0,0,0,0,8,5,391,438,2,4,11,3,0,0,0,0,2,1
26035,2020,85+,614,260,354,255,343,0,3,2,3,1,3,0,0,2,2,257,345,1,4,3,4,1,3,0,0,0,4
26035,2021,20-24,1444,783,661,733,623,16,11,9,8,2,2,0,0,23,17,756,638,23,19,22,16,5,4,0,1,31,14
26035,2021,25-29,1607,811,796,769,767,14,8,10,4,1,4,1,0,16,13,785,779,21,15,19,9,1,5,2,1,21,28
26035,2021,30-34,1687,855,832,822,804,11,5,6,5,2,3,0,0,14,15,835,818,14,10,13,15,6,4,1,1,24,21
26035,2021,35-39,1518,761,757,728,731,14,5,5,10,2,2,0,0,12,9,740,739,17,9,12,15,3,3,1,0,19,24
26035,2021,40-44,1584,800,784,770,763,11,2,11,7,2,6,1,1,5,5,775,768,13,2,12,11,4,6,1,2,24,20
26035,2021,45-49,1690,868,822,833,801,11,5,16,4,3,3,0,0,5,9,838,810,13,7,18,10,4,4,0,0,24,14
26035,2021,50-54,2019,1019,1000,984,978,9,4,11,7,6,3,1,0,8,8,992,986,12,6,15,13,7,3,1,0,15,10
26035,2021,55-59,2420,1208,1212,1179,1176,3,2,15,11,2,3,1,1,8,19,1187,1194,5,3,21,27,2,6,1,1,15,16
26035,2021,60-64,2774,1376,1398,1344,1356,3,8,9,16,1,6,0,0,19,12,1362,1368,6,11,26,24,2,7,0,0,18,12
26035,2021,65-69,2727,1355,1372,1320,1335,5,6,12,7,3,5,0,3,15,16,1335,1349,7,8,24,20,4,7,0,4,5,12
26035,2021,70-74,2161,1068,1093,1043,1067,1,3,11,5,1,4,2,0,10,14,1053,1081,3,4,17,17,3,5,2,0,12,5
26035,2021,75-79,1387,694,693,680,676,0,2,4,7,1,4,0,0,9,4,689,680,1,3,11,10,2,4,0,0,8,9
26035,2021,80-84,813,385,428,372,420,0,1,6,1,0,0,0,0,7,6,378,426,2,3,13,4,0,1,0,0,4,3
26035,2021,85+,619,243,376,236,364,0,3,2,3,1,3,0,0,4,3,240,367,0,3,5,6,2,3,0,0,1,4
26035,2022,20-24,1436,787,649,738,616,16,9,10,5,2,2,0,0,21,17,757,633,26,15,22,11,4,6,0,1,32,17
26035,2022,25-29,1558,808,750,762,723,12,6,9,6,4,3,1,0,20,12,781,735,20,12,22,13,5,3,2,0,26,21
26035,2022,30-34,1699,864,835,829,806,13,5,5,2,3,3,0,0,14,19,842,824,18,11,12,14,5,4,1,2,27,26
26035,2022,35-39,1526,760,766,722,741,17,6,6,8,2,0,0,0,13,11,735,751,20,11,14,14,3,1,1,0,21,23
26035,2022,40-44,1617,823,794,792,768,12,2,10,11,2,8,1,1,6,4,797,771,14,3,13,13,4,10,1,2,25,25
26035,2022,45-49,1702,863,839,831,817,10,4,16,6,3,3,0,0,3,9,834,826,12,5,16,13,4,3,0,1,20,17
26035,2022,50-54,1968,987,981,951,956,8,8,10,5,6,3,1,1,11,8,962,964,8,11,17,9,9,4,2,1,17,13
26035,2022,55-59,2359,1155,1204,1126,1171,2,2,15,10,2,4,1,1,9,16,1135,1187,5,4,19,23,3,5,2,1,14,14
26035,2022,60-64,2905,1450,1455,1413,1409,6,7,11,16,2,5,0,0,18,18,1430,1425,7,12,25,32,6,5,0,0,20,16
26035,2022,65-69,2769,1400,1369,1365,1329,3,7,14,8,3,7,0,3,15,15,1380,1344,6,9,25,18,4,10,0,3,11,12
26035,2022,70-74,2189,1069,1120,1041,1094,3,4,10,5,1,4,2,0,12,13,1051,1106,5,5,22,17,1,5,2,0,12,6
26035,2022,75-79,1496,737,759,723,740,0,2,7,7,1,5,0,0,6,5,729,744,0,3,12,12,1,5,1,0,6,8
26035,2022,80-84,833,407,426,397,418,0,1,4,2,0,0,0,0,6,5,403,423,1,2,8,6,1,0,0,0,4,4
26035,2022,85+,598,243,355,233,343,0,3,3,3,1,3,0,0,6,3,239,346,0,3,8,5,2,4,0,0,1,3
26035,2023,20-24,1401,737,664,680,628,22,10,8,6,2,3,0,0,25,17,703,643,36,21,20,11,6,7,0,0,24,22
26035,2023,25-29,1536,820,716,767,684,16,7,14,8,3,3,0,0,20,14,787,697,25,12,22,15,5,5,1,1,29,23
26035,2023,30-34,1681,845,836,804,805,14,9,5,2,4,3,1,0,17,17,820,820,19,12,15,15,7,5,1,1,29,28
26035,2023,35-39,1578,792,786,751,755,21,8,5,9,1,0,0,0,14,14,765,769,23,13,11,17,6,1,1,0,29,19
26035,2023,40-44,1639,830,809,792,784,15,3,8,12,2,6,1,1,12,3,804,787,16,3,15,15,6,6,1,1,19,27
26035,2023,45-49,1668,828,840,798,816,11,4,15,6,3,4,0,0,1,10,799,826,11,5,16,13,3,6,0,0,14,17
26035,2023,50-54,1944,978,966,942,941,9,8,10,3,6,3,1,1,10,10,951,951,12,10,17,11,7,3,1,1,20,12
26035,2023,55-59,2290,1144,1146,1114,1118,4,1,15,9,3,3,1,0,7,15,1121,1132,5,3,21,22,3,4,1,0,18,11
26035,2023,60-64,2870,1401,1469,1368,1420,3,7,11,16,2,4,0,1,17,21,1384,1441,5,10,25,32,5,5,0,2,13,19
26035,2023,65-69,2868,1475,1393,1435,1354,6,7,17,7,1,6,0,3,16,16,1451,1370,7,9,30,20,3,6,0,4,16,15
26035,2023,70-74,2249,1074,1175,1044,1145,4,7,8,6,3,5,2,0,13,12,1057,1156,6,8,18,16,6,7,2,0,9,5
26035,2023,75-79,1514,738,776,722,754,0,2,9,7,1,6,0,0,6,7,728,761,2,3,13,13,1,6,0,1,6,9
26035,2023,80-84,866,428,438,419,428,0,1,4,3,0,0,0,0,5,6,423,433,1,2,9,8,0,1,0,0,4,4
26035,2023,85+,619,265,354,251,342,0,3,4,3,1,3,0,0,9,3,260,345,0,3,12,6,1,3,1,0,2,3
26035,2024,20-24,1391,733,658,682,617,23,13,7,3,3,6,0,0,18,19,698,636,33,23,15,9,5,9,0,0,29,16
26035,2024,25-29,1551,840,711,787,676,16,7,14,7,3,2,0,0,20,19,804,694,26,13,25,20,6,2,0,1,28,23
26035,2024,30-34,1642,830,812,788,781,13,7,5,4,3,3,1,0,20,17,807,797,18,11,15,16,8,4,2,1,32,29
26035,2024,35-39,1601,806,795,771,766,13,8,6,8,1,1,0,0,15,12,786,778,17,11,15,14,3,4,0,0,36,20
26035,2024,40-44,1628,803,825,759,802,22,4,8,8,3,5,1,0,10,6,769,808,24,5,13,12,5,6,2,0,16,27
26035,2024,45-49,1672,829,843,794,815,15,3,16,8,2,6,0,1,2,10,796,825,16,5,17,16,2,6,0,1,21,13
26035,2024,50-54,1949,976,973,941,949,9,8,11,3,6,4,0,0,9,9,950,957,11,11,16,9,8,5,0,0,20,16
26035,2024,55-59,2245,1133,1112,1108,1086,4,2,10,8,4,2,2,1,5,13,1113,1098,5,4,14,18,4,4,3,1,19,14
26035,2024,60-64,2785,1371,1414,1331,1367,3,5,16,15,2,5,0,1,19,21,1349,1388,6,8,31,31,4,7,0,1,22,18
26035,2024,65-69,2942,1496,1446,1458,1403,6,7,14,10,3,6,0,1,15,19,1473,1420,7,10,25,24,6,9,0,2,15,17
26035,2024,70-74,2290,1097,1193,1067,1160,4,7,10,6,3,5,1,2,12,13,1079,1172,5,10,19,16,4,5,2,3,8,7
26035,2024,75-79,1554,761,793,740,769,0,2,11,7,1,5,1,0,8,10,747,778,1,5,16,14,3,5,2,1,9,7
26035,2024,80-84,909,438,471,429,461,0,1,4,3,0,1,0,0,5,5,433,466,1,1,9,6,0,3,0,0,3,4
26035,2024,85+,626,276,350,262,334,0,3,4,4,1,3,0,0,9,6,271,340,1,5,11,9,2,4,0,1,2,3
26037,2020,20-24,4635,2337,2298,2045,1976,105,141,16,12,103,81,0,3,68,85,2108,2058,141,184,34,33,120,102,3,7,169,164
26037,2020,25-29,4585,2380,2205,2175,1999,62,74,13,15,71,62,0,1,59,54,2230,2051,88,99,32,36,85,73,5,3,131,135
26037,2020,30-34,4843,2360,2483,2203,2308,61,49,13,18,37,62,0,0,46,46,2245,2350,78,69,32,36,49,76,2,2,121,157
26037,2020,35-39,5079,2552,2527,2393,2359,55,43,9,16,52,74,0,0,43,35,2433,2394,69,55,26,26,64,86,3,1,154,148
26037,2020,40-44,5048,2530,2518,2384,2352,61,38,13,16,35,59,4,1,33,52,2415,2402,67,53,28,40,46,75,7,1,128,127
26037,2020,45-49,4785,2338,2447,2188,2321,68,33,25,22,30,39,2,1,25,31,2213,2351,70,40,38,35,40,47,3,5,133,110
26037,2020,50-54,5525,2741,2784,2612,2664,56,41,19,12,33,36,1,1,20,30,2629,2692,59,49,32,31,39,42,2,2,106,77
26037,2020,55-59,5855,2929,2926,2807,2814,48,45,18,10,24,29,2,2,30,26,2833,2835,52,51,38,28,34,35,8,4,94,78
26037,2020,60-64,5511,2769,2742,2680,2642,44,35,15,10,17,29,0,2,13,24,2692,2661,46,43,24,32,20,31,0,3,81,80
26037,2020,65-69,4894,2391,2503,2329,2414,28,45,11,8,14,22,1,1,8,13,2337,2426,29,46,17,18,15,25,1,1,54,57
26037,2020,70-74,3748,1807,1941,1768,1877,15,14,7,13,9,22,3,1,5,14,1773,1891,15,16,9,21,12,26,3,1,44,40
26037,2020,75-79,2510,1207,1303,1180,1278,12,11,5,2,2,5,0,3,8,4,1187,1281,13,12,9,5,5,5,1,4,21,28
26037,2020,80-84,1542,667,875,647,852,7,5,1,3,7,4,0,1,5,10,650,861,8,9,3,11,10,4,1,1,19,11
26037,2020,85+,1436,530,906,518,887,6,5,3,3,3,5,0,0,0,6,518,893,6,6,3,7,3,6,0,0,13,14
26037,2021,20-24,4761,2397,2364,2080,2045,113,133,13,14,105,77,0,1,86,94,2164,2132,156,186,36,41,127,97,2,4,182,164
26037,2021,25-29,4614,2397,2217,2161,1995,69,58,19,15,76,83,0,0,72,66,2232,2060,100,90,42,38,93,95,3,3,149,143
26037,2021,30-34,4876,2398,2478,2212,2310,64,51,15,19,49,53,1,0,57,45,2263,2351,86,72,34,37,67,65,6,2,122,152
26037,2021,35-39,5091,2560,2531,2423,2357,46,38,10,13,49,89,0,0,32,34,2449,2387,58,53,22,27,59,98,5,3,157,137
26037,2021,40-44,5141,2574,2567,2407,2388,67,45,10,20,46,63,1,1,43,50,2449,2434,76,59,27,44,61,76,4,4,131,129
26037,2021,45-49,4691,2297,2394,2157,2261,65,33,22,17,23,44,3,1,27,38,2181,2296,68,46,35,36,35,53,5,2,147,115
26037,2021,50-54,5519,2726,2793,2580,2659,62,35,19,19,42,41,1,1,22,38,2599,2694,65,43,33,37,48,52,3,5,112,85
26037,2021,55-59,5789,2874,2915,2750,2799,54,50,18,10,21,30,3,2,28,24,2778,2818,58,55,37,25,28,38,3,3,99,76
26037,2021,60-64,5458,2759,2699,2656,2595,48,37,16,9,21,29,0,2,18,27,2670,2621,51,42,29,27,26,35,2,4,78,80
26037,2021,65-69,5019,2437,2582,2385,2500,19,37,12,10,13,18,0,1,8,16,2393,2514,19,40,19,23,14,21,0,2,62,66
26037,2021,70-74,3999,1934,2065,1885,1998,24,16,4,12,11,23,4,1,6,15,1891,2012,25,18,7,25,13,24,4,1,41,45
26037,2021,75-79,2525,1197,1328,1177,1302,9,10,6,4,1,6,0,3,4,3,1181,1305,10,12,9,5,1,6,0,3,28,30
26037,2021,80-84,1624,715,909,697,884,9,6,1,3,5,4,0,1,3,11,700,895,9,8,3,10,6,6,0,1,16,12
26037,2021,85+,1420,513,907,501,894,6,5,3,2,2,2,0,0,1,4,502,898,6,5,3,5,3,2,0,1,15,16
26037,2022,20-24,4665,2333,2332,2038,2026,108,117,15,15,86,67,0,0,86,107,2122,2125,155,177,39,39,105,93,0,7,187,182
26037,2022,25-29,4564,2366,2198,2133,1967,74,63,14,15,65,89,0,2,80,62,2208,2024,115,93,45,35,85,105,1,7,150,152
26037,2022,30-34,4983,2456,2527,2212,2322,87,55,23,21,67,74,0,0,67,55,2275,2374,111,79,48,41,88,88,1,3,135,155
26037,2022,35-39,5125,2561,2564,2416,2394,41,40,13,14,56,82,0,0,35,34,2447,2423,52,53,31,28,65,92,1,2,152,129
26037,2022,40-44,5229,2623,2606,2468,2416,61,49,8,18,47,75,0,2,39,46,2503,2458,72,64,25,38,61,90,2,4,143,139
26037,2022,45-49,4694,2331,2363,2189,2223,67,30,20,18,25,54,2,1,28,37,2214,2256,73,40,33,40,36,63,4,2,156,118
26037,2022,50-54,5438,2656,2782,2498,2644,70,37,19,20,44,40,3,1,22,40,2514,2681,76,51,30,42,53,51,5,2,112,96
26037,2022,55-59,5700,2832,2868,2708,2744,57,57,16,10,22,33,3,2,26,22,2732,2764,60,63,32,25,29,36,5,3,103,74
26037,2022,60-64,5447,2745,2702,2634,2592,51,39,17,8,21,29,0,2,22,32,2653,2622,55,48,30,30,28,34,2,3,86,81
26037,2022,65-69,5092,2466,2626,2410,2526,22,49,14,11,13,20,0,0,7,20,2417,2545,24,52,18,23,13,24,1,2,67,67
26037,2022,70-74,4060,1956,2104,1902,2046,27,14,3,8,14,20,3,2,7,14,1907,2056,28,17,9,19,15,22,4,4,42,44
26037,2022,75-79,2760,1310,1450,1291,1417,7,12,5,8,2,7,1,2,4,4,1294,1419,8,14,9,10,2,8,1,3,30,35
26037,2022,80-84,1760,801,959,782,934,10,5,2,2,4,5,0,4,3,9,785,943,10,7,5,9,4,5,0,4,20,15
26037,2022,85+,1430,516,914,503,900,7,7,3,2,2,2,0,0,1,3,504,903,7,8,4,4,2,3,0,0,15,15
26037,2023,20-24,4700,2351,2349,2034,2024,104,135,17,13,92,67,1,0,103,110,2133,2128,161,193,44,44,118,93,4,4,204,207
26037,2023,25-29,4519,2319,2200,2069,1936,80,70,15,20,61,99,0,2,94,73,2160,2008,126,105,41,43,83,116,4,4,152,153
26037,2023,30-34,5017,2495,2522,2224,2297,90,51,16,22,91,85,0,0,74,67,2294,2358,120,78,45,51,112,103,3,3,152,159
26037,2023,35-39,5125,2564,2561,2403,2369,44,49,18,18,59,88,0,0,40,37,2438,2402,60,67,29,35,74,94,3,0,143,145
26037,2023,40-44,5304,2638,2666,2478,2466,66,45,8,18,50,94,0,2,36,41,2512,2503,73,56,22,38,66,106,2,5,145,151
26037,2023,45-49,4836,2443,2393,2284,2229,61,38,21,16,42,62,2,1,33,47,2314,2274,68,51,36,39,55,77,3,3,149,120
26037,2023,50-54,5202,2512,2690,2361,2550,70,40,19,22,35,39,2,1,25,38,2382,2587,77,48,34,40,41,49,4,4,122,96
26037,2023,55-59,5582,2779,2803,2649,2685,60,54,16,9,27,31,3,2,24,22,2671,2704,66,58,32,22,31,37,4,4,101,80
26037,2023,60-64,5513,2764,2749,2649,2630,48,46,15,11,22,28,0,2,30,32,2674,2660,53,54,36,35,33,32,1,2,93,77
26037,2023,65-69,5085,2472,2613,2414,2518,27,44,15,9,12,23,0,0,4,19,2418,2534,27,47,17,23,14,25,0,3,69,71
26037,2023,70-74,4176,2019,2157,1960,2089,28,19,6,10,14,24,2,1,9,14,1968,2102,30,21,12,20,17,27,2,1,47,48
26037,2023,75-79,2922,1372,1550,1355,1510,4,13,3,9,2,7,2,4,6,7,1361,1517,6,14,7,15,2,7,2,5,32,40
26037,2023,80-84,1894,869,1025,848,999,13,5,4,2,3,8,0,4,1,7,849,1005,13,6,5,8,3,9,0,4,21,18
26037,2023,85+,1492,555,937,539,916,7,8,3,3,3,5,0,0,3,5,542,920,7,9,5,8,3,5,1,0,13,15
26037,2024,20-24,4740,2437,2303,2090,1987,97,127,18,14,121,73,1,0,110,102,2194,2084,158,182,45,37,151,98,2,5,197,187
26037,2024,25-29,4634,2368,2266,2089,1994,86,63,15,16,81,102,0,1,97,90,2182,2082,134,109,43,45,107,119,3,4,171,168
26037,2024,30-34,4983,2518,2465,2232,2197,94,64,20,24,98,111,0,1,74,68,2303,2263,126,92,45,51,118,128,3,2,148,158
26037,2024,35-39,5064,2472,2592,2307,2404,46,49,11,15,64,81,0,0,44,43,2349,2443,63,67,25,31,79,93,1,1,146,153
26037,2024,40-44,5318,2649,2669,2484,2466,58,49,18,14,50,98,0,2,39,40,2517,2505,71,60,32,32,67,109,2,5,144,145
26037,2024,45-49,5050,2571,2479,2392,2301,59,37,16,21,68,70,1,1,35,49,2422,2345,72,53,33,45,79,84,1,2,147,124
26037,2024,50-54,4945,2374,2571,2222,2440,72,37,22,21,33,37,2,1,23,35,2245,2470,77,48,31,41,40,48,4,1,138,107
26037,2024,55-59,5466,2729,2737,2596,2614,61,51,18,10,30,33,2,0,22,29,2615,2638,67,58,33,28,36,41,5,2,101,77
26037,2024,60-64,5520,2752,2768,2639,2648,46,54,19,11,18,25,1,1,29,29,2665,2671,50,59,39,30,26,35,1,2,99,72
26037,2024,65-69,5122,2513,2609,2437,2515,38,35,13,12,14,28,0,1,11,18,2448,2531,39,41,18,27,18,31,1,1,75,79
26037,2024,70-74,4335,2088,2247,2028,2168,28,28,9,9,13,25,2,1,8,16,2036,2181,28,33,12,20,15,26,5,3,47,48
26037,2024,75-79,3091,1430,1661,1408,1615,8,12,4,11,2,10,2,3,6,10,1413,1625,8,15,7,17,5,11,3,5,37,42
26037,2024,80-84,1955,893,1062,873,1036,13,6,3,2,2,7,0,4,2,7,875,1043,13,7,4,7,3,8,0,4,19,20
26037,2024,85+,1582,599,983,582,961,6,8,4,3,4,5,0,1,3,5,585,965,7,11,5,7,5,6,0,2,15,14
26039,2020,20-24,550,281,269,265,242,7,5,3,3,2,18,0,0,4,1,269,243,7,6,5,3,4,18,0,0,13,6
26039,2020,25-29,636,315,321,299,300,7,3,2,3,2,4,0,1,5,10,304,310,8,6,4,6,3,7,1,2,5,13
26039,2020,30-34,593,312,281,298,274,2,2,1,2,2,1,0,0,9,2,307,276,5,3,7,3,2,1,0,0,3,7
26039,2020,35-39,682,354,328,339,323,8,0,3,1,2,3,0,0,2,1,341,324,9,1,3,1,3,3,0,0,11,11
26039,2020,40-44,625,311,314,302,304,2,1,1,2,0,3,0,0,6,4,308,308,4,2,3,5,2,3,0,0,9,9
26039,2020,45-49,660,328,332,319,326,5,0,1,1,2,1,0,0,1,4,320,330,5,1,2,3,2,2,0,0,7,10
26039,2020,50-54,901,469,432,441,418,4,2,11,2,8,4,0,0,5,6,446,424,4,5,15,4,8,4,1,1,6,6
26039,2020,55-59,1179,612,567,593,554,4,4,8,3,1,3,0,0,6,3,598,555,4,6,11,6,3,3,2,0,12,6
26039,2020,60-64,1259,656,603,641,593,1,3,3,4,2,2,1,0,8,1,649,594,1,3,9,5,4,2,1,0,4,6
26039,2020,65-69,1100,584,516,572,500,0,4,4,5,1,1,1,1,6,5,578,505,0,5,10,9,1,1,1,1,3,6
26039,2020,70-74,930,483,447,469,437,2,1,3,1,2,4,0,0,7,4,476,441,3,3,6,3,5,4,0,0,1,4
26039,2020,75-79,648,313,335,308,329,1,0,0,1,1,0,0,0,3,5,311,334,2,2,2,4,1,0,0,0,2,1
26039,2020,80-84,394,198,196,195,194,0,0,0,0,0,1,0,0,3,1,197,195,1,0,2,1,1,1,0,0,1,0
26039,2020,85+,333,149,184,143,181,1,0,1,1,0,0,0,0,4,2,147,183,2,1,4,2,0,0,0,0,1,1
26039,2021,20-24,562,281,281,269,250,5,7,3,3,1,15,0,0,3,6,272,255,6,11,5,5,1,16,0,0,14,9
26039,2021,25-29,648,330,318,317,295,5,3,3,4,2,7,0,1,3,8,320,303,7,7,4,7,2,8,0,1,4,12
26039,2021,30-34,659,350,309,328,301,9,3,3,2,3,1,0,0,7,2,332,303,10,4,7,3,6,1,2,0,6,8
