FIPS,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WHITE_MALE,WHITE_FEMALE,BLACK_MALE,BLACK_FEMALE,INDIAN_MALE,INDIAN_FEMALE,ASIAN_MALE,ASIAN_FEMALE,NATIVE_MALE,NATIVE_FEMALE,TWO_OR_MORE_MALE,TWO_OR_MORE_FEMALE,WHITE_COMBINATION_MALE,WHITE_COMBINATION_FEMALE,BLACK_COMBINATION_MALE,BLACK_COMBINATION_FEMALE,INDIAN_COMBINATION_MALE,INDIAN_COMBINATION_FEMALE,ASIAN_COMBINATION_MALE,ASIAN_COMBINATION_FEMALE,NATIVE_COMBINATION_MALE,NATIVE_COMBINATION_FEMALE,HISPANIC_MALE,HISPANIC_FEMALE
26075,2017,25-29,10714,5711,5003,4627,4246,838,489,34,11,58,68,0,2,154,187,4771,4422,935,612,82,72,79,88,5,6,261,221
26075,2017,30-34,9150,4888,4262,3978,3796,726,297,29,23,52,55,3,6,100,85,4072,3878,780,346,60,55,70,70,7,7,241,197
26075,2017,35-39,9318,4991,4327,4172,3905,678,274,16,18,57,54,5,0,63,76,4232,3977,710,312,39,46,66,66,10,3,210,148
26075,2017,40-44,9080,5016,4064,4276,3664,619,268,25,16,42,61,1,1,53,54,4324,3714,644,294,46,40,53,72,2,3,179,139
26075,2017,45-49,10616,5553,5063,4853,4607,590,308,24,21,31,67,3,1,52,59,4900,4661,605,330,51,51,43,78,7,5,164,128
26075,2017,50-54,11053,5665,5388,5068,4949,483,311,31,24,26,31,4,0,53,73,5117,5010,500,340,64,64,36,43,5,6,127,141
26075,2017,55-59,11971,6114,5857,5537,5446,467,288,31,21,25,44,2,2,52,56,5584,5495,481,310,64,55,33,52,4,5,93,102
26075,2017,60-64,10919,5296,5623,4931,5264,282,243,19,17,35,47,2,1,27,51,4954,5307,288,262,37,56,43,51,4,4,88,95
26075,2017,65-69,9234,4554,4680,4279,4406,188,189,22,9,29,37,0,0,36,39,4308,4440,198,201,49,37,37,42,3,1,66,55
26075,2017,70-74,6952,3359,3593,3189,3423,119,124,14,12,18,21,1,0,18,13,3205,3434,123,127,24,21,22,24,4,0,52,41
26075,2017,75-79,4522,2037,2485,1934,2361,61,87,4,3,27,16,1,0,10,18,1942,2376,63,91,12,16,29,20,1,0,28,26
26075,2017,80-84,3221,1383,1838,1322,1753,46,67,3,1,4,8,0,0,8,9,1328,1762,48,68,9,7,6,9,0,1,20,26
26075,2017,85+,3393,1175,2218,1122,2138,40,65,1,0,4,10,0,0,8,5,1130,2143,42,67,8,2,5,11,0,0,17,26
26075,2018,20-24,9941,5407,4534,4302,3909,815,367,30,14,52,36,1,2,207,206,4499,4104,964,520,79,60,76,57,3,6,288,230
26075,2018,25-29,10914,5843,5071,4719,4266,856,494,35,19,66,85,1,2,166,205,4877,4460,963,629,80,83,87,108,7,7,271,227
26075,2018,30-34,9292,4936,4356,4021,3863,726,326,32,19,56,57,2,4,99,87,4116,3946,786,375,69,45,69,72,3,8,235,195
26075,2018,35-39,9357,5011,4346,4175,3929,694,250,19,21,58,56,5,2,60,88,4234,4009,723,302,40,54,67,70,9,4,219,182
26075,2018,40-44,9070,5010,4060,4260,3653,616,280,28,19,41,50,3,1,62,57,4317,3703,646,310,54,44,58,60,5,3,194,136
26075,2018,45-49,10319,5402,4917,4686,4463,600,309,26,19,36,70,3,1,51,55,4731,4511,615,336,55,47,45,78,7,4,171,131
26075,2018,50-54,10698,5578,5120,4995,4704,481,294,22,25,23,40,5,0,52,57,5042,4752,494,319,53,58,33,49,9,3,137,139
26075,2018,55-59,11843,5970,5873,5389,5450,467,292,35,19,27,42,1,1,51,69,5436,5506,482,318,69,67,32,51,4,3,91,103
26075,2018,60-64,11128,5433,5695,5060,5328,292,258,17,19,36,46,2,1,26,43,5083,5362,297,273,35,50,41,51,3,4,95,98
26075,2018,65-69,9438,4677,4761,4383,4483,195,184,24,12,33,41,1,0,41,41,4418,4522,205,198,53,38,42,45,4,3,66,55
26075,2018,70-74,7112,3428,3684,3261,3508,116,126,14,10,19,21,1,0,17,19,3277,3524,119,130,27,24,21,25,2,1,57,50
26075,2018,75-79,4807,2203,2604,2091,2475,74,89,2,3,24,17,1,2,11,18,2102,2491,76,95,10,16,25,19,2,2,23,25
26075,2018,80-84,3272,1410,1862,1352,1778,39,65,4,2,8,6,0,0,7,11,1358,1787,40,67,10,10,9,9,0,0,25,22
26075,2018,85+,3416,1187,2229,1134,2146,38,69,2,0,4,8,0,0,9,6,1143,2151,40,73,8,3,6,9,1,0,20,24
26075,2019,20-24,9655,5258,4397,4183,3764,784,370,29,16,49,36,3,3,210,208,4386,3960,934,523,79,61,68,58,9,9,272,232
26075,2019,25-29,10957,5902,5055,4791,4254,845,484,36,13,63,90,0,2,167,212,4948,4455,955,628,82,74,85,112,5,8,279,220
26075,2019,30-34,9615,5143,4472,4154,3949,764,342,35,18,56,60,3,5,131,98,4274,4042,842,401,78,49,76,75,7,7,222,212
26075,2019,35-39,9248,4928,4320,4086,3903,699,254,22,19,55,54,5,2,61,88,4143,3989,733,303,44,50,65,66,8,7,230,174
26075,2019,40-44,9221,5100,4121,4318,3713,627,273,31,24,51,45,3,1,70,65,4385,3775,658,305,58,51,66,58,6,5,205,148
26075,2019,45-49,9947,5246,4701,4536,4258,607,300,25,15,27,79,2,1,49,48,4580,4299,623,321,48,39,41,88,4,3,174,130
26075,2019,50-54,10435,5417,5018,4854,4607,454,284,28,28,26,47,5,0,50,52,4900,4653,469,304,57,57,34,55,7,2,152,134
26075,2019,55-59,11758,5946,5812,5363,5373,477,296,30,29,23,40,0,0,53,74,5409,5436,493,326,63,74,33,49,3,3,94,114
26075,2019,60-64,11215,5456,5759,5075,5371,295,271,23,19,35,47,3,2,25,49,5098,5412,301,285,37,53,40,53,5,6,86,106
26075,2019,65-69,9585,4723,4862,4434,4577,185,188,22,13,38,45,1,0,43,39,4472,4610,194,204,53,35,47,49,3,4,71,57
26075,2019,70-74,7382,3553,3829,3374,3636,124,134,14,11,21,21,1,0,19,27,3392,3658,126,141,26,27,26,27,2,3,53,59
26075,2019,75-79,5077,2328,2749,2215,2610,80,101,4,2,15,18,1,2,13,16,2223,2624,85,105,13,14,18,21,2,2,36,22
26075,2019,80-84,3276,1417,1859,1354,1776,32,61,4,2,18,8,0,0,9,12,1362,1787,34,62,10,11,20,10,0,1,21,23
26075,2019,85+,3453,1236,2217,1176,2130,44,71,3,3,5,7,0,0,8,6,1181,2136,46,74,10,6,7,7,2,0,28,26
26077,2016,20-24,32217,16049,16168,12559,12476,1886,2155,67,80,917,763,28,6,592,688,13116,13115,2282,2632,233,257,1034,901,45,24,917,982
26077,2016,25-29,18554,9592,8962,7687,7150,1191,1191,64,64,314,237,3,4,333,316,7995,7447,1382,1389,169,167,395,299,12,14,585,440
26077,2016,30-34,16352,8266,8086,6875,6618,936,945,46,45,228,277,4,3,177,198,7039,6804,1025,1058,117,119,267,324,12,10,476,423
26077,2016,35-39,15746,7805,7941,6455,6417,891,961,41,33,257,333,3,5,158,192,6595,6588,974,1073,99,105,300,372,10,14,406,393
26077,2016,40-44,14022,6927,7095,5727,5748,798,852,40,37,214,300,4,4,144,154,5859,5883,860,931,102,106,261,342,10,8,388,342
26077,2016,45-49,14893,7354,7539,6232,6297,787,849,57,43,173,205,1,7,104,138,6321,6419,826,911,114,120,200,236,7,11,268,275
26077,2016,50-54,15162,7326,7836,6282,6694,762,817,25,39,179,155,2,3,76,128,6345,6801,785,873,68,114,200,186,10,8,212,223
26077,2016,55-59,16388,7906,8482,6926,7373,733,796,56,46,112,150,2,5,77,112,6996,7470,755,836,106,117,128,170,5,10,177,179
26077,2016,60-64,14988,7116,7872,6309,6997,584,646,35,41,113,107,0,4,75,77,6369,7062,613,676,84,92,131,119,3,9,136,140
26077,2016,65-69,12803,6017,6786,5431,6120,425,468,29,26,77,112,2,3,53,57,5476,6167,441,492,63,68,91,121,5,5,103,106
26077,2016,70-74,8618,3922,4696,3546,4229,286,345,14,13,51,60,4,0,21,49,3566,4270,291,364,27,46,56,69,7,2,57,64
26077,2016,75-79,6058,2629,3429,2416,3151,148,197,9,7,37,43,0,0,19,31,2432,3178,153,209,21,30,43,49,2,1,36,45
26077,2016,80-84,4320,1766,2554,1615,2370,117,125,4,11,17,24,0,2,13,22,1627,2387,119,130,13,28,20,29,2,2,23,30
26077,2016,85+,5295,1770,3525,1671,3297,72,185,0,3,23,19,0,0,4,21,1675,3313,73,195,4,16,23,22,0,2,15,26
26077,2017,20-24,32025,15823,16202,12375,12458,1808,2144,62,73,915,785,30,4,633,738,12963,13145,2246,2666,232,259,1034,930,47,19,904,981
26077,2017,25-29,19349,9899,9450,7833,7449,1306,1316,69,71,344,265,4,6,343,343,8146,7768,1510,1532,176,181,426,334,18,15,624,501
26077,2017,30-34,16202,8201,8001,6805,6539,919,935,57,48,232,258,3,4,185,217,6976,6745,1021,1059,124,129,271,309,9,11,473,445
26077,2017,35-39,16219,8128,8091,6745,6565,908,960,39,40,270,319,2,4,164,203,6897,6747,993,1070,99,118,313,365,9,11,433,413
26077,2017,40-44,14038,6902,7136,5688,5756,813,846,45,35,208,333,3,4,145,162,5817,5905,880,930,107,109,249,373,5,9,408,350
26077,2017,45-49,14999,7397,7602,6236,6306,821,893,46,50,175,208,2,8,117,137,6341,6429,864,947,102,121,207,243,9,13,288,285
26077,2017,50-54,14780,7188,7592,6149,6459,749,792,35,39,178,167,1,4,76,131,6218,6565,778,853,77,113,197,200,1,8,223,243
26077,2017,55-59,15969,7703,8266,6718,7172,724,779,51,41,134,157,3,4,73,113,6780,7267,745,828,92,109,153,179,9,9,179,187
26077,2017,60-64,15171,7209,7962,6375,7046,609,697,35,41,107,99,0,5,83,74,6445,7112,640,729,87,94,127,110,4,8,149,145
26077,2017,65-69,13011,6026,6985,5438,6279,418,491,31,32,77,115,2,2,60,66,5488,6334,438,522,72,78,96,125,5,3,105,107
26077,2017,70-74,9405,4340,5065,3910,4592,327,352,15,12,63,65,3,1,22,43,3929,4628,334,365,30,39,67,75,6,5,68,77
26077,2017,75-79,6418,2807,3611,2599,3294,147,214,9,9,34,56,1,0,17,38,2612,3323,151,230,19,34,38,62,4,4,40,54
26077,2017,80-84,4306,1747,2559,1595,2379,116,125,3,11,19,23,0,1,14,20,1606,2399,120,129,10,24,26,26,1,3,22,35
26077,2017,85+,5274,1768,3506,1666,3264,74,195,0,4,27,23,0,0,1,20,1667,3281,74,204,1,18,27,26,0,0,16,19
26077,2018,20-24,31873,15588,16285,12170,12467,1730,2182,69,74,917,806,28,7,674,749,12805,13165,2196,2711,235,250,1044,954,44,23,909,1007
26077,2018,25-29,19778,10125,9653,7903,7485,1463,1435,68,70,341,271,4,7,346,385,8222,7846,1672,1687,170,187,423,343,19,17,628,550
26077,2018,30-34,16396,8315,8081,6883,6585,944,984,49,46,220,241,4,6,215,219,7082,6786,1065,1111,126,119,268,293,12,15,497,454
26077,2018,35-39,16304,8164,8140,6739,6626,952,947,45,41,259,314,4,4,165,208,6889,6813,1035,1069,104,122,305,360,13,10,420,428
26077,2018,40-44,14450,7157,7293,5873,5879,861,867,38,44,238,328,4,6,143,169,6005,6028,926,957,96,119,289,365,9,11,419,348
26077,2018,45-49,14865,7308,7557,6118,6235,858,889,42,48,173,233,2,8,115,144,6216,6360,898,957,101,120,203,270,11,14,314,328
26077,2018,50-54,14458,7114,7344,6037,6234,766,783,44,41,182,159,0,2,85,125,6109,6338,798,836,91,113,201,187,6,11,232,242
26077,2018,55-59,15697,7597,8100,6598,7044,733,749,52,40,140,159,4,4,70,104,6660,7132,753,792,96,106,154,178,9,8,186,186
26077,2018,60-64,15319,7244,8075,6372,7098,638,730,39,43,107,112,0,6,88,86,6446,7168,667,768,93,102,128,126,5,10,149,154
26077,2018,65-69,13252,6129,7123,5532,6402,433,502,26,31,76,118,1,2,61,68,5581,6459,452,532,65,77,95,129,6,4,105,112
26077,2018,70-74,9810,4537,5273,4079,4772,331,377,24,12,71,66,4,1,28,45,4103,4810,339,391,43,40,78,78,7,4,80,81
26077,2018,75-79,6900,3012,3888,2778,3527,173,244,6,10,36,61,0,0,19,46,2796,3566,177,262,20,42,40,69,1,1,36,55
26077,2018,80-84,4421,1819,2602,1670,2419,110,127,6,11,18,24,0,1,15,20,1682,2436,112,132,16,26,23,29,1,2,31,40
26077,2018,85+,5159,1711,3448,1604,3224,75,177,0,5,31,22,0,0,1,20,1605,3242,76,186,1,21,31,24,0,1,14,20
26077,2019,20-24,31534,15341,16193,11915,12373,1706,2115,67,73,914,817,28,8,711,807,12585,13129,2204,2694,241,255,1049,966,43,32,923,1045
26077,2019,25-29,20021,10144,9877,7882,7562,1487,1542,85,65,338,267,2,6,350,435,8205,7972,1703,1824,186,195,416,349,16,16,602,598
26077,2019,30-34,16448,8397,8051,6941,6521,952,1000,49,47,221,252,4,5,230,226,7153,6734,1076,1138,126,123,277,300,13,8,539,436
26077,2019,35-39,16348,8193,8155,6789,6663,935,923,52,44,244,311,5,5,168,209,6942,6857,1023,1042,111,124,287,354,14,14,431,486
26077,2019,40-44,14825,7394,7431,6057,6025,887,872,37,49,257,321,4,5,152,159,6192,6173,951,953,97,117,303,361,11,10,423,349
26077,2019,45-49,14480,7122,7358,5940,6029,828,860,40,40,190,268,2,7,122,154,6050,6162,871,930,94,112,228,311,10,15,354,325
26077,2019,50-54,14269,7028,7241,5950,6101,768,801,43,46,183,169,0,3,84,121,6019,6202,799,853,86,110,205,202,6,8,224,232
26077,2019,55-59,15434,7395,8039,6411,6959,722,764,44,39,141,154,2,4,75,119,6475,7057,745,818,91,112,161,177,7,7,196,210
26077,2019,60-64,15253,7271,7982,6409,7008,625,709,46,43,107,126,2,6,82,90,6482,7079,656,743,90,103,127,147,5,11,147,170
26077,2019,65-69,13509,6313,7196,5666,6443,465,533,24,36,94,107,0,2,64,75,5720,6504,486,568,65,82,112,120,3,7,111,105
26077,2019,70-74,10279,4683,5596,4238,5082,324,382,22,13,65,73,4,1,30,45,4265,5119,330,397,43,42,72,81,6,8,76,86
26077,2019,75-79,7203,3150,4053,2887,3666,193,267,8,9,40,61,1,0,21,50,2904,3711,199,283,20,43,48,69,2,5,46,59
26077,2019,80-84,4651,1956,2695,1808,2506,107,123,5,11,20,33,0,1,16,21,1821,2523,113,128,15,25,24,39,0,2,33,42
26077,2019,85+,5200,1739,3461,1620,3230,81,179,1,8,34,24,0,0,3,20,1621,3247,82,189,3,22,35,26,2,1,19,24
26079,2016,20-24,876,475,401,443,383,6,2,2,5,14,3,0,0,10,8,453,391,9,5,7,9,17,5,0,0,8,14
26079,2016,25-29,910,456,454,424,439,6,2,5,3,2,2,0,0,19,8,442,445,13,4,13,9,7,3,0,1,9,4
26079,2016,30-34,974,486,488,473,469,0,1,3,5,1,1,0,1,9,11,482,478,1,6,11,8,1,4,0,3,14,17
26079,2016,35-39,997,510,487,492,470,6,2,3,3,4,1,0,0,5,11,497,481,7,3,7,11,4,3,0,0,6,14
26079,2016,40-44,976,486,490,462,478,4,2,9,2,0,2,2,0,9,6,471,484,6,4,14,5,2,3,2,0,9,13
26079,2016,45-49,1098,581,517,558,487,3,1,11,14,1,6,0,0,8,9,566,496,3,2,19,22,1,6,0,0,10,6
26079,2016,50-54,1292,664,628,647,608,5,0,5,3,0,9,0,0,7,8,654,616,6,1,12,10,0,9,0,0,3,6
26079,2016,55-59,1418,690,728,671,709,2,1,8,8,3,4,0,0,6,6,677,715,4,2,11,13,4,4,0,0,8,5
26079,2016,60-64,1351,699,652,683,636,1,0,4,6,0,4,0,1,11,5,692,641,4,1,12,10,1,4,1,1,2,4
26079,2016,65-69,1209,639,570,620,555,3,2,5,7,0,1,0,0,11,5,631,560,3,3,14,10,2,2,0,0,6,5
26079,2016,70-74,918,448,470,446,466,0,1,1,0,0,1,0,0,1,2,447,468,0,1,2,1,0,2,0,0,4,2
26079,2016,75-79,587,296,291,291,286,1,1,2,1,0,0,0,0,2,3,293,289,1,2,4,4,0,0,0,0,3,2
26079,2016,80-84,368,171,197,170,197,0,0,1,0,0,0,0,0,0,0,170,197,0,0,1,0,0,0,0,0,2,1
26079,2016,85+,285,114,171,112,165,0,1,1,1,1,3,0,0,0,1,112,166,0,1,1,1,1,4,0,0,0,0
26079,2017,20-24,899,476,423,435,403,7,2,6,5,17,5,0,0,11,8,445,410,13,4,11,11,18,5,1,1,10,15
26079,2017,25-29,1007,507,500,472,489,7,1,7,3,1,3,0,0,20,4,491,493,14,2,20,5,2,4,1,0,18,11
26079,2017,30-34,996,512,484,492,463,5,1,4,8,2,0,0,0,9,12,501,474,7,5,11,17,2,2,0,0,17,19
26079,2017,35-39,996,505,491,488,472,6,2,2,3,3,2,0,0,6,12,494,484,8,3,6,10,3,6,0,0,10,15
26079,2017,40-44,987,500,487,481,472,3,2,9,3,0,2,1,0,6,8,487,480,6,5,10,9,1,2,2,0,7,11
26079,2017,45-49,1126,584,542,559,511,6,2,8,14,1,6,0,0,10,9,568,520,7,3,17,22,2,6,0,0,11,8
26079,2017,50-54,1253,648,605,628,587,5,0,6,2,0,8,0,0,9,8,637,594,6,1,13,5,1,12,0,1,3,7
26079,2017,55-59,1417,707,710,690,691,4,0,8,7,2,6,0,0,3,6,693,697,5,0,10,12,2,6,0,1,7,5
26079,2017,60-64,1384,691,693,675,676,2,1,3,8,1,5,0,1,10,2,684,678,3,2,12,9,2,5,0,1,3,2
26079,2017,65-69,1188,637,551,620,535,1,1,5,6,0,2,0,0,11,7,631,542,2,2,14,12,1,2,0,0,5,6
26079,2017,70-74,1008,494,514,484,506,3,2,1,1,1,1,0,0,5,4,489,509,3,4,6,2,1,2,0,1,5,2
26079,2017,75-79,639,323,316,318,311,1,1,2,1,0,0,0,0,2,3,319,314,2,2,3,2,1,1,0,0,5,4
26079,2017,80-84,370,180,190,178,190,0,0,2,0,0,0,0,0,0,0,178,190,0,0,2,0,0,0,0,0,2,1
26079,2017,85+,269,111,158,110,152,0,1,0,1,1,3,0,0,0,1,110,153,0,1,0,1,1,4,0,0,0,1
26079,2018,20-24,885,483,402,438,386,8,1,3,4,21,4,0,0,13,7,451,393,13,3,8,6,24,5,0,2,14,10
26079,2018,25-29,1022,514,508,475,493,9,3,7,2,2,1,0,0,21,9,495,501,17,7,18,7,4,2,1,0,17,15
26079,2018,30-34,1031,527,504,498,483,7,1,6,9,2,0,0,0,14,11,511,493,12,5,15,14,3,2,0,1,16,16
26079,2018,35-39,1044,533,511,515,491,5,3,5,3,4,2,0,0,4,12,519,502,5,5,8,11,5,5,0,0,17,22
26079,2018,40-44,997,505,492,486,476,3,2,7,2,0,1,1,0,8,11,494,487,6,5,10,9,2,1,1,1,8,8
26079,2018,45-49,1069,552,517,530,487,9,3,4,14,0,6,0,0,9,7,538,493,10,5,12,18,0,8,1,0,10,14
26079,2018,50-54,1233,649,584,624,563,5,0,10,4,1,8,0,0,9,9,633,571,7,3,16,11,2,8,0,0,8,7
26079,2018,55-59,1415,697,718,679,691,4,0,7,10,2,8,0,0,5,9,684,700,6,2,10,17,2,8,0,0,7,4
26079,2018,60-64,1403,704,699,692,683,0,1,4,9,1,4,0,1,7,1,699,684,1,1,9,10,2,4,0,1,4,2
26079,2018,65-69,1228,642,586,628,569,3,0,4,7,0,3,0,0,7,7,635,576,3,1,10,11,1,5,0,0,5,5
26079,2018,70-74,1004,520,484,507,474,3,3,2,1,1,1,0,0,7,5,514,479,4,4,6,5,3,1,0,0,4,4
26079,2018,75-79,712,346,366,343,362,1,1,1,0,0,0,0,0,1,3,344,365,1,2,1,2,1,0,0,0,5,4
26079,2018,80-84,368,179,189,176,188,0,0,2,1,0,0,0,0,1,0,177,188,0,0,3,1,0,0,0,0,2,1
26079,2018,85+,271,111,160,110,156,0,1,0,0,1,3,0,0,0,0,110,156,0,1,0,0,1,3,0,0,0,1
26079,2019,20-24,874,463,411,412,395,11,2,2,5,20,4,0,0,18,5,430,400,17,3,11,9,23,4,1,0,16,6
26079,2019,25-29,1063,538,525,498,501,11,4,7,6,3,2,0,0,19,12,516,512,16,7,20,15,6,2,0,1,9,12
26079,2019,30-34,1082,544,538,522,516,5,1,6,9,2,2,0,0,9,10,529,526,10,4,11,14,3,4,0,0,13,14
26079,2019,35-39,1074,542,532,521,513,4,4,4,2,3,1,0,0,10,12,531,525,6,5,11,9,3,5,1,0,22,19
26079,2019,40-44,988,503,485,480,470,5,2,7,3,3,2,1,0,7,8,487,478,7,5,11,7,4,4,1,0,9,13
26079,2019,45-49,1073,563,510,542,487,8,2,2,9,1,5,0,0,10,7,551,493,10,5,10,14,2,5,0,0,10,14
26079,2019,50-54,1199,630,569,603,540,5,1,12,9,1,10,0,0,9,9,612,549,6,4,19,15,2,10,0,0,10,6
26079,2019,55-59,1428,706,722,688,695,4,2,7,9,2,9,0,0,5,7,693,702,5,3,10,15,2,9,1,0,6,7
26079,2019,60-64,1465,740,725,723,709,2,1,7,9,2,2,0,1,6,3,729,712,5,2,10,11,2,2,0,1,5,1
26079,2019,65-69,1245,652,593,641,572,3,0,1,7,0,6,0,0,7,8,648,579,4,3,7,10,0,7,0,2,2,6
26079,2019,70-74,1015,517,498,501,489,3,2,4,2,0,1,0,0,9,4,510,492,4,4,12,4,0,2,0,0,6,4
26079,2019,75-79,733,362,371,359,367,0,1,1,0,1,0,0,0,1,3,360,370,0,1,1,1,2,2,0,0,6,3
26079,2019,80-84,390,199,191,195,188,1,1,1,1,0,0,0,0,2,1,197,189,1,1,3,2,0,0,0,0,2,2
26079,2019,85+,269,108,161,106,157,0,1,1,0,1,3,0,0,0,0,106,157,0,1,1,0,1,3,0,0,0,1
26081,2016,20-24,45343,22840,22503,17816,17665,3090,2928,237,179,828,763,20,25,849,943,18616,18552,3654,3569,492,446,997,940,48,51,3087,2781
26081,2016,25-29,53344,26590,26754,21564,21970,3072,2808,202,199,1009,1013,18,11,725,753,22235,22672,3487,3274,429,452,1193,1164,50,32,2758,2625
26081,2016,30-34,46795,23326,23469,19491,19422,2298,2353,206,172,850,935,16,18,465,569,19922,19948,2539,2678,387,392,963,1066,34,36,2608,2325
26081,2016,35-39,41958,20956,21002,17688,17257,2007,2310,239,172,619,796,7,20,396,447,18048,17663,2212,2562,395,350,719,895,25,40,2530,2269
26081,2016,40-44,36926,18372,18554,15168,14954,1878,2054,181,179,796,989,25,27,324,351,15465,15268,2024,2237,324,344,895,1073,37,39,2158,2215
26081,2016,45-49,39803,19692,20111,16757,16786,1839,2112,138,175,715,754,24,14,219,270,16945,17024,1924,2238,252,322,777,813,38,28,1824,1723
26081,2016,50-54,42094,20732,21362,17911,18405,1945,1982,133,141,525,561,10,11,208,262,18094,18629,2026,2096,258,306,582,620,20,26,1431,1320
26081,2016,55-59,42448,20807,21641,18453,19045,1691,1870,89,114,363,382,20,17,191,213,18622,19226,1754,1956,206,251,410,420,28,27,1049,992
26081,2016,60-64,37041,17924,19117,16125,16874,1307,1598,78,80,260,392,11,9,143,164,16246,17011,1360,1664,170,189,299,425,23,18,770,719
26081,2016,65-69,28925,13614,15311,12344,13672,866,1096,47,58,263,359,7,6,87,120,12417,13777,889,1149,108,143,284,384,12,10,532,541
26081,2016,70-74,18732,8635,10097,7839,9113,524,680,28,24,201,210,1,5,42,65,7879,9163,532,704,55,65,210,222,4,14,280,391
26081,2016,75-79,13329,5794,7535,5316,6831,320,492,13,23,118,154,2,2,25,33,5339,6855,325,505,26,43,126,164,5,5,150,240
26081,2016,80-84,9827,4024,5803,3748,5291,184,366,9,19,63,87,1,3,19,37,3765,5323,192,375,23,49,66,92,1,4,101,134
26081,2016,85+,11804,4090,7714,3897,7307,132,328,1,3,48,60,4,0,8,16,3903,7318,135,332,9,12,48,65,4,4,95,151
26081,2017,20-24,45055,22606,22449,17558,17545,3083,2917,251,199,825,806,18,18,871,964,18376,18452,3677,3579,492,463,989,990,48,45,3128,2882
26081,2017,25-29,54599,27477,27122,21985,22088,3359,2956,187,203,1116,1042,28,17,802,816,22732,22850,3825,3468,437,471,1311,1206,62,41,2885,2662
26081,2017,30-34,47553,23625,23928,19798,19815,2247,2333,210,169,863,1017,15,18,492,576,20253,20349,2515,2670,384,386,980,1146,32,43,2577,2413
26081,2017,35-39,43250,21689,21561,18128,17723,2136,2270,263,189,724,879,10,18,428,482,18524,18164,2358,2541,425,379,834,985,30,38,2575,2231
26081,2017,40-44,37054,18371,18683,15253,15049,1825,2068,177,170,762,1010,24,30,330,356,15555,15377,1975,2256,316,337,858,1098,34,44,2145,2206
26081,2017,45-49,39548,19674,19874,16597,16453,1872,2102,143,191,793,813,21,17,248,298,16819,16718,1961,2237,265,345,870,883,34,29,1912,1841
26081,2017,50-54,40703,20057,20646,17252,17701,1907,1988,121,133,564,579,12,9,201,236,17424,17900,1985,2093,232,272,616,633,21,20,1499,1374
26081,2017,55-59,42461,20800,21661,18364,18980,1723,1885,96,117,402,419,18,14,197,246,18534,19187,1787,1992,213,268,453,472,28,25,1115,1058
26081,2017,60-64,38207,18400,19807,16530,17504,1363,1663,85,78,254,379,13,12,155,171,16660,17646,1419,1735,180,194,296,412,25,21,806,757
26081,2017,65-69,29550,13999,15551,12688,13851,898,1138,51,53,256,380,7,6,99,123,12774,13954,930,1192,122,140,281,401,14,8,575,564
26081,2017,70-74,20422,9410,11012,8546,9919,568,745,28,34,221,231,4,4,43,79,8584,9986,580,777,56,83,229,249,9,9,290,433
26081,2017,75-79,14034,6169,7865,5641,7120,338,505,12,19,147,180,3,2,28,39,5666,7150,345,520,31,42,155,189,4,7,161,273
26081,2017,80-84,9853,3971,5882,3683,5353,181,380,11,19,69,87,1,4,26,39,3706,5387,190,395,26,46,79,96,4,5,111,128
26081,2017,85+,11875,4176,7699,3979,7286,139,322,0,4,48,70,4,0,6,17,3985,7298,139,326,5,15,49,76,4,4,96,155
26081,2018,20-24,44647,22263,22384,17259,17456,3018,2900,250,195,810,842,19,10,907,981,18118,18377,3637,3583,481,455,982,1027,43,34,3163,2966
26081,2018,25-29,55133,27839,27294,22081,22070,3507,3093,197,203,1142,1031,31,26,881,871,22903,22889,4033,3650,464,479,1351,1203,63,56,3028,2741
26081,2018,30-34,48739,24299,24440,20354,20287,2351,2325,214,171,858,1074,13,13,509,570,20823,20820,2631,2661,389,370,987,1203,33,30,2619,2500
26081,2018,35-39,44373,22256,22117,18493,18190,2219,2279,236,188,824,931,16,21,468,508,18921,18654,2464,2568,420,382,946,1046,39,37,2570,2280
26081,2018,40-44,37623,18587,19036,15521,15403,1817,2083,181,152,707,989,20,28,341,381,15837,15744,1971,2288,320,326,822,1077,38,39,2202,2179
26081,2018,45-49,38788,19253,19535,16082,16044,1874,2087,159,198,834,875,21,18,283,313,16332,16320,1984,2242,297,359,916,947,38,32,1973,1979
26081,2018,50-54,39492,19539,19953,16806,16989,1823,1982,114,135,587,606,14,7,195,234,16977,17195,1907,2086,223,269,630,659,27,19,1576,1443
26081,2018,55-59,42304,20725,21579,18146,18842,1798,1875,111,115,448,455,14,13,208,279,18330,19074,1862,2001,235,292,497,509,27,24,1223,1120
26081,2018,60-64,38756,18632,20124,16731,17731,1392,1748,82,76,266,379,15,15,146,175,16855,17874,1442,1826,170,191,304,413,24,21,840,804
26081,2018,65-69,30711,14614,16097,13236,14348,957,1174,54,58,247,381,8,9,112,127,13333,14457,993,1234,133,145,278,402,12,12,604,582
26081,2018,70-74,21448,9820,11628,8929,10458,576,780,26,39,226,257,5,4,58,90,8978,10537,593,815,65,100,240,273,11,7,329,452
26081,2018,75-79,14877,6562,8315,5996,7509,355,537,15,18,167,200,2,2,27,49,6018,7551,364,556,32,48,174,212,2,9,174,309
